"x"
59.4
0
NA
27.66
NA
NA
0
0
95.24
100
0
35.88
0
6.25
0
NA
0
0
NA
0.45
0
0
0
NA
0
0
0
0
0
0
0
NA
0
NA
0
NA
NA
0
20.83
0
NA
NA
NA
0
0
10
0
NA
NA
0
NA
0
0
0
0
0
0
0
0
97.83
NA
0
0
0
0
0
0
0
NA
0
0
2.5
0
0
62.5
100
0
0
NA
100
0
0
100
0
23.1
NA
0.97
0
0
NA
0
0
0
NA
NA
NA
0
23.12
0
0
NA
0
2.29
0
NA
NA
0
0
0
0
NA
37.36
0
NA
57.99
NA
0
0
0
0
NA
0
4.44
NA
NA
100
0
NA
0
85.39
0
8.75
0
100
0
NA
0
0
12.71
38.85
56.34
0
0
0
0
0
96.67
0
75
0
100
11.35
NA
0
0
NA
NA
0
44.05
NA
0
100
NA
0
NA
NA
7.25
NA
0
0
0
0
NA
100
100
0
0
NA
0
8.91
60
NA
3.3
0
0
0
0
NA
NA
0
40
NA
0
0
NA
0
0
0
NA
0
39.33
NA
11.81
0
0
0
0
0
NA
0
NA
NA
0
NA
0
NA
0
0
0
0
50
NA
NA
54.05
0
90
0
0
NA
0
NA
0
0
0
72.73
NA
0
0
NA
0
0
NA
NA
NA
NA
NA
0
0
NA
0
NA
0
NA
0
NA
0
NA
0
NA
0
58.82
NA
0
NA
15.17
NA
0
NA
0
0
100
0
0
0
NA
0
16.57
0
NA
100
NA
NA
NA
NA
0
0
0
NA
0
0
0
0
NA
NA
NA
0
0
0
0
NA
0
1.27
0.31
18.08
0
0
0
0
1.8
0
0.28
0
0
0
NA
NA
0
0
NA
NA
NA
0
0
NA
0
0
NA
0
NA
NA
0
NA
NA
0
NA
NA
NA
76.34
0
0
NA
NA
NA
0
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
0
0
NA
NA
NA
0
NA
NA
NA
0
NA
0
0
NA
0
NA
0
0
NA
NA
0
NA
0
NA
NA
NA
NA
NA
NA
NA
0
0
NA
0
NA
0
0
NA
0
0
0
NA
NA
NA
NA
0
0
0
20
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
0
0
NA
0
NA
0
NA
0
0
0
NA
NA
0
NA
NA
NA
0
0
NA
0
0
0
NA
NA
0
NA
NA
NA
NA
0
NA
0
NA
NA
0
0
0
37.5
NA
100
NA
NA
NA
0
NA
0
NA
NA
1.25
0
0
NA
NA
NA
NA
NA
0
89.75
NA
NA
NA
0
73.04
NA
NA
NA
78.67
NA
0
97.62
NA
NA
0
NA
0
0
NA
NA
NA
98.11
13.33
NA
100
NA
0
0
0
0
25.32
0
0
0
11.54
0
8.7
NA
100
NA
0
47.81
0
50
NA
NA
NA
NA
NA
NA
0
0
NA
NA
NA
NA
0
0
0
NA
0
NA
67.95
NA
84.07
NA
0
0
100
50.07
NA
NA
88.44
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
58.55
100
0
NA
NA
NA
92.57
0
NA
0
NA
0
NA
0
NA
15.79
0
100
100
70.27
NA
0
100
NA
0
70
0
NA
NA
NA
97.3
NA
0
NA
NA
100
0
NA
0
NA
0
NA
0
0
NA
50
NA
0
87.77
0
NA
0
NA
64.94
NA
0
0
NA
100
NA
NA
0
NA
NA
